ticker,issuer,expense_ratio,aum,spread,asset_class,strategy,region,category,focus,niche,inverse,leveraged,etn,index_prov,selection,weight_schm,act_p_sec
USL,17,0.71,110270000,0.2,3,31,4,11,28,58,1,1,1,25,6,5,1
RLY,1,0.7,109830000,0.36,4,11,4,13,31,67,1,1,1,16,12,9,2
RFV,5,0.35,109820000,0.11,1,4,1,1,4,4,1,1,1,1,8,11,1
IVLU,2,0.3,109800000,0.15,1,4,2,1,2,4,1,1,1,3,8,11,1
UGLD,20,1.35,108710000,0.09,3,1,4,4,6,19,1,2,2,1,6,5,1
HYLV,27,0.4,106510000,0.11,2,26,1,3,12,2,1,1,1,1,23,3,1
FAB,12,0.68,105540000,0.24,1,4,1,1,2,4,1,1,1,5,5,2,1
CATH,28,0.29,104780000,0.25,1,19,1,1,1,1,1,1,1,1,22,1,1
PBJ,4,0.58,104350000,0.18,1,13,1,5,21,68,1,1,1,15,5,2,1
IBDB,2,0.1,103660000,0.12,2,17,1,3,3,6,1,1,1,6,20,3,1
FLTB,22,0.45,103580000,0.12,2,11,1,2,3,6,1,1,1,16,12,9,2
PTNQ,32,0.66,103300000,0.24,1,21,1,1,1,1,1,1,1,47,16,12,1
VRIG,4,0.3,103220000,0.06,2,11,1,2,3,11,1,1,1,16,12,9,2
FDIV,12,0.87,103000000,0.24,5,11,4,14,33,34,1,1,1,16,12,9,2
FNY,12,0.7,102940000,0.2,1,3,1,1,4,3,1,1,1,5,5,2,1
RFEU,12,0.83,102160000,0.25,1,11,6,1,2,1,1,1,1,16,12,9,2
DEUS,11,0.19,101380000,0.15,1,13,1,1,1,1,1,1,1,80,5,4,1
EDZ,21,1.11,101380000,0.09,1,1,3,1,2,1,2,1,1,3,2,1,1
KCE,1,0.35,101360000,0.18,1,8,1,5,8,61,1,1,1,1,2,8,1
PBW,4,0.7,101280000,0.46,1,8,4,5,26,46,1,1,1,81,1,2,1
GCOW,32,0.6,100520000,0.32,1,12,2,1,1,1,1,1,1,47,8,7,1
DVP,23,0.59,100030000,0.26,1,4,1,1,1,4,1,1,1,82,8,2,1
UGL,15,3.55,99640000,0.25,3,1,4,4,6,19,1,2,1,9,6,5,1
PYZ,4,0.6,99520000,0.33,1,14,1,5,22,1,1,1,1,26,14,12,1
XMPT,9,1.59,99230000,0.21,2,1,1,10,16,2,1,1,1,27,4,3,1
HAO,5,0.75,98890000,0.12,1,1,7,1,5,1,1,1,1,63,2,1,1
GYLD,53,0.75,98730000,0.68,5,8,4,14,33,34,1,1,1,10,16,8,1
GXG,28,0.61,98700000,0.21,1,1,8,1,2,1,1,1,1,3,2,1,1
DEW,8,0.58,98700000,0.12,1,5,4,8,10,1,1,1,1,14,7,7,1
QQXT,12,0.6,98540000,0.09,1,2,1,1,1,1,1,1,1,5,3,8,1
REMX,9,0.61,98510000,0.31,1,1,4,5,22,38,1,1,1,31,2,1,1
INKM,1,0.7,98250000,0.23,5,11,4,14,33,34,1,1,1,16,12,9,2
XMX,8,0.3,98120000,0.11,1,1,4,1,2,1,1,1,1,14,2,1,1
ESGE,2,0.25,97980000,0.05,1,19,3,1,2,1,1,1,1,3,22,20,1
BNO,17,0.89,97740000,0.07,3,1,4,11,28,19,1,1,1,59,6,5,1
IBUY,54,0.65,97730000,0.21,1,8,4,5,17,47,1,1,1,83,2,2,1
CIZ,33,0.48,97620000,0.21,1,13,2,1,1,1,1,1,1,48,5,17,1
DGRS,8,0.38,97340000,0.19,1,13,1,1,5,1,1,1,1,14,5,7,1
RJA,43,0.75,97000000,0.24,3,12,4,16,16,19,1,1,2,65,1,9,1
SRTY,15,0.95,96720000,0.05,1,1,1,1,5,1,2,1,1,7,2,1,1
XHS,1,0.35,96660000,0.19,1,8,1,5,13,43,1,1,1,1,2,8,1
KOL,9,0.59,96220000,0.17,1,1,4,5,15,69,1,1,1,31,2,1,1
FAN,12,0.6,96170000,0.3,1,1,4,5,26,46,1,1,1,21,2,2,1
AADR,42,1.27,95380000,0.31,1,11,5,1,2,3,1,1,1,16,24,9,2
HAP,9,0.5,94600000,0.17,1,12,4,5,26,15,1,1,1,27,1,9,1
HTUS,23,0.92,94470000,0.12,4,11,1,13,31,62,1,1,1,16,12,9,2
KBWP,4,0.35,94120000,0.18,1,13,1,5,8,33,1,1,1,41,1,2,1
KLDW,23,0.75,93310000,0.09,1,12,2,1,2,1,1,1,1,84,12,8,1
IBCD,2,0.1,92440000,0.18,2,32,1,3,3,7,1,1,1,6,20,2,1
JJG,19,0.75,92420000,0.13,3,13,4,16,51,39,1,1,2,42,16,4,1
IQDY,13,0.47,92330000,0.19,1,13,5,1,2,1,1,1,1,29,12,4,1
IDEV,2,0.07,92280000,0.11,1,1,2,1,2,1,1,1,1,3,2,1,1
EIS,2,0.64,91990000,0.31,1,1,10,1,2,1,1,1,1,3,2,1,1
DGT,1,0.5,91920000,0.6,1,8,4,1,1,1,1,1,1,10,1,8,1
IBDC,2,0.1,91800000,0.18,2,17,1,3,3,7,1,1,1,6,20,3,1
HYXU,2,0.4,91510000,0.12,2,1,2,3,12,2,1,1,1,8,27,3,1
IPFF,2,0.55,91470000,0.22,2,1,2,3,11,2,1,1,1,1,1,3,1
IQDE,13,0.47,91290000,0.17,1,13,5,1,2,1,1,1,1,29,12,4,1
ARKW,47,0.75,91060000,0.13,1,11,4,5,14,14,1,1,1,16,12,9,2
PSCI,4,0.29,91000000,0.46,1,1,1,5,20,1,1,1,1,1,1,1,1
ACIM,1,0.25,89770000,0.47,1,1,4,1,2,1,1,1,1,3,2,1,1
EMGF,2,0.45,89660000,0.11,1,13,3,1,2,1,1,1,1,3,5,4,1
EEB,5,0.64,89370000,0.08,1,27,3,1,2,1,1,1,1,73,24,1,1
JPXN,2,0.48,89370000,0.12,1,12,7,1,2,1,1,1,1,85,8,1,1
JPGE,14,0.38,88890000,0.08,1,13,2,1,2,1,1,1,1,4,5,2,1
BDCS,18,0.85,88420000,0.45,1,1,4,5,8,50,1,1,2,28,2,1,1
IBDD,2,0.1,88080000,0.26,2,17,1,3,3,7,1,1,1,6,20,3,1
PXI,4,0.6,87510000,0.28,1,14,1,5,15,1,1,1,1,26,14,12,1
DRW,8,0.58,87420000,0.15,1,5,5,5,7,1,1,1,1,14,7,7,1
OCIO,55,0.67,87350000,0.14,5,11,4,14,33,54,1,1,1,16,12,9,2
UCI,18,0.55,86730000,0.49,3,13,4,2,16,58,1,1,2,42,1,4,1
HAWX,2,0.36,86130000,0.14,1,10,5,1,2,1,1,1,1,3,2,1,1
DWFI,1,0.6,85130000,0.19,2,26,4,2,16,2,1,1,1,26,23,2,1
HOLD,42,0.37,84570000,0.19,2,11,1,2,3,6,1,1,1,16,12,9,2
BCI,26,0.29,84560000,0.08,3,13,4,2,16,55,1,1,1,16,16,4,2
PXMG,4,0.39,83890000,0.36,1,3,1,1,4,3,1,1,1,7,8,11,1
PVI,4,0.25,83520000,0.12,2,1,1,10,52,11,1,1,1,42,11,3,1
PBS,4,0.61,83470000,0.22,1,13,1,5,17,70,1,1,1,15,5,2,1
LGLV,1,0.12,83120000,0.46,1,7,1,1,1,1,1,1,1,57,23,17,1
EFAD,15,0.5,82980000,0.15,1,5,2,1,2,1,1,1,1,3,7,8,1
GEX,9,0.62,82950000,0.59,1,1,4,5,26,46,1,1,1,27,2,1,1
IMLP,19,0.8,81990000,0.64,1,1,1,5,15,8,1,1,2,1,2,1,1
FDM,12,0.6,81240000,0.15,1,12,1,1,34,1,1,1,1,10,8,1,1
CAPE,19,0.45,81100000,0.14,1,13,1,1,1,1,1,1,2,86,5,2,1
BSCP,5,0.24,80910000,0.12,2,17,1,3,3,7,1,1,1,35,20,3,1
WBIG,41,1.05,80870000,0.14,1,11,4,1,1,1,1,1,1,16,12,9,2
ISHG,2,0.35,80860000,0.35,2,1,2,9,16,6,1,1,1,1,4,3,1
CWEB,21,1.1,80000000,0.28,1,1,7,5,14,14,1,2,1,36,2,1,1
CEMB,2,0.5,79650000,0.27,2,13,3,3,16,2,1,1,1,11,9,9,1
WBIF,41,1.05,79590000,0.14,1,11,4,1,1,4,1,1,1,16,12,9,2
DFNL,56,0.65,78910000,0.25,1,11,4,5,8,1,1,1,1,16,12,9,2
IBCC,2,0.1,78790000,0.14,2,32,1,3,3,6,1,1,1,6,20,2,1
QCLN,12,0.6,78680000,0.23,1,1,1,5,26,46,1,1,1,5,2,1,1
TPYP,57,0.4,78640000,0.31,1,1,1,5,15,8,1,1,1,87,2,1,1
RCD,5,0.4,78360000,0.12,1,8,1,5,17,1,1,1,1,1,1,8,1
GMOM,45,1.03,78150000,0.38,5,11,4,14,33,54,1,1,1,16,12,9,2
NIB,19,0.7,78140000,0.16,3,20,4,16,53,39,1,1,2,42,6,5,1
PXLV,4,0.39,77560000,0.23,1,4,1,1,1,4,1,1,1,7,5,4,1
PXSV,4,0.39,77380000,0.27,1,4,1,1,5,4,1,1,1,7,5,4,1
DJCI,18,0.5,76960000,0.33,3,13,4,2,16,39,1,1,2,42,16,4,1
BBRC,29,0.58,76840000,0.62,1,13,3,1,2,1,1,1,1,4,5,2,1
LQDH,2,0.25,76200000,0.09,2,24,1,3,3,2,1,1,1,16,4,3,2
EWK,2,0.48,76110000,0.08,1,1,6,1,2,1,1,1,1,3,2,1,1
OEUR,36,0.58,75070000,0.58,1,13,6,1,2,1,1,1,1,4,5,4,1
TTT,15,0.95,75030000,0.28,2,1,1,6,18,9,2,1,1,12,4,3,1
MOTI,9,0.56,74470000,0.46,1,13,5,1,2,1,1,1,1,17,12,8,1
DSUM,4,0.45,74170000,0.3,2,1,7,2,16,7,1,1,1,40,4,3,1
AFK,9,0.79,74040000,0.53,1,13,10,1,2,1,1,1,1,31,5,2,1
AGGE,27,0.32,73920000,0.24,2,13,1,2,3,2,1,1,1,37,12,4,1
QVAL,58,0.79,73480000,0.21,1,4,1,1,2,4,1,1,1,46,8,8,1
ARKQ,47,0.75,73230000,0.15,1,11,4,5,14,1,1,1,1,16,12,9,2
FRN,5,0.7,73060000,0.2,1,27,9,1,2,1,1,1,1,73,24,1,1
NFO,5,0.67,72810000,0.12,1,28,1,1,2,1,1,1,1,5,5,8,1
JPME,14,0.24,72280000,0.11,1,13,1,1,4,1,1,1,1,80,5,10,1
JPEU,14,0.43,72160000,0.1,1,13,6,1,2,1,1,1,1,4,5,2,1
WBID,41,1.03,71900000,0.16,1,11,4,1,25,1,1,1,1,16,12,9,2
PFI,4,0.6,71820000,0.24,1,14,1,5,8,1,1,1,1,26,14,12,1
SGG,19,0.75,71700000,0.18,3,20,4,16,54,39,1,1,2,42,6,5,1
DRN,21,1.09,71020000,0.19,1,1,1,5,7,1,1,2,1,3,2,1,1
CHAU,21,1.05,70440000,0.15,1,1,7,1,2,1,1,2,1,36,2,1,1
QXTR,44,1.51,70290000,0.33,4,26,4,13,31,62,1,1,1,88,23,9,1
EWZS,2,0.63,70240000,0.27,1,1,8,1,5,1,1,1,1,3,2,1,1
EIRL,2,0.48,70140000,0.28,1,1,6,1,2,1,1,1,1,3,2,1,1
ZMLP,21,2.41,69680000,0.31,1,13,1,5,15,8,1,1,1,56,5,8,1
WBIB,41,1.02,69650000,0.16,1,11,4,1,25,4,1,1,1,16,12,9,2
HUSV,12,0.7,69400000,0.25,1,11,1,1,1,1,1,1,1,16,12,9,2
CHAD,21,0.84,69340000,0.32,1,1,7,1,2,1,2,1,1,36,2,1,1
UGA,17,0.75,69230000,0.14,3,1,4,11,55,19,1,1,1,59,6,5,1
DWLD,56,0.65,68750000,0.14,1,11,4,1,2,1,1,1,1,16,12,9,2
YMLP,9,0.88,68650000,0.45,1,12,1,5,15,8,1,1,1,38,12,2,1
DWTR,4,0.75,68630000,0.32,1,14,1,1,2,1,1,1,1,26,14,12,1
JJC,19,0.75,68610000,0.09,3,20,4,19,56,39,1,1,2,42,6,5,1
WEAT,59,2.54,68430000,0.22,3,31,4,16,57,58,1,1,1,89,6,5,1
GRI,7,0.55,68380000,0.39,1,12,4,5,7,1,1,1,1,23,1,1,1
QUS,1,0.15,68240000,0.31,1,13,1,1,2,1,1,1,1,3,5,2,1
FJP,12,0.8,68110000,0.19,1,13,7,1,2,1,1,1,1,5,5,2,1
CORN,59,2.66,68080000,0.13,3,31,4,16,58,58,1,1,1,89,6,5,1
IVAL,58,0.79,67640000,0.26,1,4,2,1,2,4,1,1,1,46,8,8,1
IDX,9,0.58,67390000,0.14,1,1,7,1,2,1,1,1,1,31,2,1,1
PSL,4,0.6,67100000,0.23,1,14,1,5,21,1,1,1,1,26,14,12,1
EDEN,2,0.53,66970000,0.18,1,1,6,1,2,1,1,1,1,3,2,1,1
EXT,8,0.28,66540000,0.12,1,12,1,1,2,1,1,1,1,14,17,14,1
FCOR,22,0.45,66130000,0.15,2,11,1,3,16,2,1,1,1,16,12,9,2
UST,15,0.95,65270000,0.13,2,1,1,6,18,7,1,2,1,12,4,3,1
PZT,4,0.28,65160000,0.37,2,1,1,10,3,2,1,1,1,18,4,3,1
FFTY,60,0.8,64810000,0.17,1,11,4,1,2,1,1,1,1,16,12,9,2
DUSA,56,0.6,63970000,0.25,1,11,1,1,1,1,1,1,1,16,12,9,2
SMMU,10,0.35,63590000,0.4,2,11,1,10,3,6,1,1,1,16,12,9,2
ADRD,4,0.3,63580000,0.39,1,27,2,1,1,1,1,1,1,73,24,1,1
TAO,5,0.7,63540000,0.23,1,1,7,5,7,1,1,1,1,63,2,1,1
QXGG,44,1.22,63140000,0.5,1,26,4,1,2,1,1,1,1,88,23,9,1
SLVP,2,0.39,63110000,0.49,1,1,4,5,22,45,1,1,1,3,2,1,1
TIPZ,10,0.2,63030000,0.08,2,1,1,6,9,2,1,1,1,18,4,3,1
DGRE,8,0.32,62970000,0.21,1,13,3,1,2,1,1,1,1,14,5,7,1
MLPO,20,0.95,62910000,6.24,1,1,1,5,15,8,1,1,2,1,2,1,1
NGE,28,1.1,62770000,0.8,1,1,10,1,2,1,1,1,1,3,2,1,1
CSF,33,0.38,61910000,0.28,1,13,1,1,5,1,1,1,1,48,5,17,1
PSCD,4,0.29,61850000,0.43,1,1,1,5,17,1,1,1,1,1,1,1,1
QDYN,13,0.37,61820000,0.25,1,13,1,1,2,1,1,1,1,29,12,4,1
IGN,2,0.48,61740000,0.08,1,1,1,5,14,71,1,1,1,1,2,1,1
RINF,15,0.3,61720000,0.26,4,24,1,12,59,67,1,1,1,40,16,21,1
NUAG,61,0.2,61680000,0.22,2,12,1,2,3,2,1,1,1,18,4,11,1
HSPX,46,0.65,61630000,0.22,1,25,1,1,1,1,1,1,1,1,16,17,1
WBIC,41,1.05,61360000,0.17,1,11,4,1,25,1,1,1,1,16,12,9,2
RFEM,12,0.95,61250000,0.07,1,11,3,1,2,1,1,1,1,16,12,9,2
FYT,12,0.7,61140000,0.25,1,4,1,1,5,4,1,1,1,5,5,2,1
EURL,21,1.07,60830000,0.5,1,1,6,1,2,1,1,2,1,4,2,1,1
SILJ,24,0.69,60660000,0.45,1,1,4,5,22,45,1,1,1,34,2,2,1
DYLS,8,0.48,60630000,0.16,4,12,1,13,41,64,1,1,1,14,16,11,1
RVNU,11,0.3,60590000,0.5,2,1,1,10,3,9,1,1,1,46,28,3,1
UYM,15,0.95,60370000,0.23,1,1,1,5,22,1,1,2,1,10,2,1,1
LVL,5,0.64,60330000,0.22,1,5,4,8,10,1,1,1,1,1,7,7,1
DBEZ,11,0.45,59800000,0.08,1,10,6,1,2,1,1,1,1,3,2,1,1
RTH,9,0.35,59330000,0.05,1,1,4,5,17,47,1,1,1,31,2,1,1
FRAK,9,0.54,59250000,0.36,1,1,4,5,15,72,1,1,1,31,2,1,1
FDVV,22,0.29,59170000,0.18,1,5,2,1,2,1,1,1,1,69,7,2,1
PBD,4,0.77,59150000,0.5,1,8,4,5,26,46,1,1,1,81,12,2,1
IBDR,2,0.1,58890000,0.27,2,17,1,3,3,7,1,1,1,6,20,3,1
PUI,4,0.6,58240000,0.18,1,14,1,5,23,1,1,1,1,26,14,12,1
GTO,5,0.5,57860000,0.11,2,11,4,2,16,2,1,1,1,16,12,9,2
HUSE,62,1.22,57530000,0.22,1,11,1,1,2,1,1,1,1,16,12,9,2
DNL,8,0.58,57470000,0.12,1,13,5,1,2,1,1,1,1,14,5,7,1
MLPZ,18,0.95,57250000,0.77,1,1,1,5,15,8,1,2,2,1,2,1,1
PXMV,4,0.39,56670000,0.21,1,4,1,1,4,4,1,1,1,7,5,4,1
XIVH,18,2.3,56510000,0.3,4,33,1,12,59,73,1,1,2,1,16,13,1
MIDU,21,1.09,56350000,0.09,1,1,1,1,4,1,1,2,1,1,1,1,1
LVHI,38,0.41,56210000,0.69,1,22,2,1,2,1,1,1,1,52,5,4,1
SNSR,28,0.68,56080000,0.18,1,1,2,1,2,1,1,1,1,49,4,3,1
GASL,21,1.08,56040000,0.28,1,13,1,5,15,60,1,2,1,21,5,8,1
EGPT,9,1.01,55990000,0.64,1,1,10,1,2,1,1,1,1,31,2,1,1
PGAL,28,0.61,55790000,0.28,1,1,6,1,2,1,1,1,1,3,2,1,1
HYZD,8,0.43,55240000,0.27,2,24,1,3,12,6,1,1,1,18,4,3,1
RSXJ,9,0.75,55090000,0.28,1,1,6,1,5,1,1,1,1,31,2,1,1
XTL,1,0.35,55070000,0.34,1,8,1,5,30,1,1,1,1,1,2,8,1
USEQ,4,0.29,54810000,0.25,1,13,1,1,1,1,1,1,1,80,5,8,1
GURU,28,0.75,54220000,0.24,1,28,1,1,2,1,1,1,1,38,1,8,1
FNK,12,0.7,54190000,0.33,1,4,1,1,4,4,1,1,1,5,5,2,1
COPX,28,0.65,53920000,0.26,1,1,4,5,22,38,1,1,1,38,2,1,1
FCVT,12,0.95,53890000,0.33,2,11,4,3,27,2,1,1,1,16,12,9,2
DIVY,63,0.91,53700000,0.18,4,8,4,13,41,64,1,1,1,16,16,8,2
HEWP,2,0.51,53560000,0.08,1,10,6,1,2,1,1,1,1,3,2,1,1
GLDI,20,0.65,53520000,0.18,3,25,4,4,6,5,1,1,2,45,16,13,1
FEMB,12,0.85,53180000,0.65,2,11,3,9,16,2,1,1,1,16,12,9,2
FVL,12,0.7,53150000,0.2,1,13,1,1,2,1,1,1,1,22,12,8,1
JHMT,40,0.5,53100000,0.25,1,13,1,5,14,1,1,1,1,54,2,4,1
INXX,29,0.98,52930000,0.19,1,1,7,1,2,1,1,1,1,49,2,1,1
PSCC,4,0.29,52850000,0.34,1,1,1,5,21,1,1,1,1,1,1,1,1
FFR,12,0.6,52810000,0.65,1,1,2,5,7,1,1,1,1,4,2,1,1
XPP,15,0.95,52740000,0.22,1,2,7,1,1,1,1,2,1,4,15,1,1
PTEU,32,0.65,52570000,0.53,1,21,6,1,2,1,1,1,1,47,16,12,1
GHYB,16,0.34,52520000,0.12,2,12,1,3,12,2,1,1,1,40,8,3,1
XSW,1,0.35,51990000,0.17,1,8,1,5,14,31,1,1,1,1,2,8,1
FTHI,12,0.85,51780000,0.27,1,11,1,1,1,1,1,1,1,16,12,9,2
SPVU,4,0.25,51510000,0.08,1,4,1,1,1,4,1,1,1,1,8,11,1
OILB,19,0.45,51460000,0.22,3,1,4,11,28,19,1,1,2,1,6,5,1
EMCB,8,0.6,51250000,0.89,2,11,3,3,16,2,1,1,1,16,12,9,2
SPXH,50,0.7,51050000,0.47,1,21,1,1,1,1,1,1,1,90,16,13,1
PSCU,4,0.29,51010000,0.26,1,1,1,5,23,1,1,1,1,1,1,1,1
FIXD,12,0.55,50950000,0.2,2,11,4,2,16,2,1,1,1,16,12,9,2
PAK,28,0.91,50940000,0.35,1,1,7,1,2,1,1,1,1,3,2,1,1
DBGR,11,0.45,50640000,0.13,1,10,6,1,2,1,1,1,1,3,2,1,1
UAE,2,0.64,50200000,0.3,1,1,10,1,2,1,1,1,1,3,2,1,1
CEW,8,0.55,50060000,0.15,6,8,3,25,60,42,1,1,1,16,16,8,2
EMIF,2,0.75,49970000,0.35,1,1,3,5,26,21,1,1,1,1,2,1,1
BCM,19,0.7,49940000,0.29,3,16,4,2,16,20,1,1,2,86,19,18,1
FPA,12,0.8,49900000,0.36,1,13,7,1,2,1,1,1,1,5,5,2,1
UDN,4,0.8,49710000,0.05,6,13,5,17,35,42,1,1,1,19,16,4,1
EQWL,4,0.25,49630000,0.22,1,8,1,1,1,1,1,1,1,7,2,2,1
SMLF,2,0.3,49500000,0.38,1,13,1,1,5,1,1,1,1,3,5,4,1
JHMD,40,0.45,49430000,0.6,1,13,2,1,2,1,1,1,1,54,2,4,1
CHIX,28,0.65,49070000,0.14,1,1,7,5,8,1,1,1,1,38,2,1,1
OUSM,64,0.48,48910000,0.2,1,13,1,1,5,1,1,1,1,4,2,4,1
RFDA,7,0.52,48620000,0.21,1,11,1,1,2,1,1,1,1,16,12,9,2
SGQI,50,0.45,48510000,2.43,1,13,2,1,2,1,1,1,1,91,5,8,1
BSJN,5,0.43,48100000,0.1,2,17,1,3,12,7,1,1,1,35,20,3,1
FYLD,45,0.59,48050000,0.48,1,13,2,1,2,1,1,1,1,70,5,8,1
PXE,4,0.75,47960000,0.35,1,13,1,5,15,18,1,1,1,15,5,2,1
SRET,28,0.58,47940000,0.15,1,13,4,5,7,1,1,1,1,46,5,8,1
EDOG,7,0.6,47930000,0.2,1,5,3,1,1,1,1,1,1,27,7,8,1
WBIE,41,1.03,47880000,0.13,1,11,4,1,1,3,1,1,1,16,12,9,2
IBCE,2,0.1,47840000,0.33,2,32,1,3,3,7,1,1,1,6,20,2,1
GOEX,28,0.66,47790000,0.7,1,1,4,5,22,12,1,1,1,46,2,1,1
BMLP,65,0.85,47760000,0.54,1,14,1,5,15,8,1,1,2,5,14,8,1
JHMF,40,0.5,47740000,0.26,1,13,1,5,8,1,1,1,1,54,2,4,1
MLPY,66,0.85,47590000,1.33,1,12,1,5,15,8,1,1,2,92,8,8,1
MEAR,2,0.25,47580000,0.09,2,11,1,10,3,6,1,1,1,16,12,9,2
JPST,14,0.18,47580000,0.05,2,11,1,2,3,13,1,1,1,16,12,9,2
EWGS,2,0.59,47430000,0.25,1,1,6,1,5,1,1,1,1,3,2,1,1
SLVO,20,0.65,47240000,0.23,3,25,4,4,24,5,1,1,2,45,16,13,1
ROAM,51,0.59,47090000,0.39,1,13,3,1,2,1,1,1,1,78,5,4,1
BOIL,15,1.31,47050000,0.18,3,20,4,11,37,39,1,2,1,42,6,5,1
QAT,2,0.64,46890000,0.29,1,1,10,1,2,1,1,1,1,3,2,1,1
DTYS,19,0.75,46620000,0.49,2,1,1,6,18,7,2,1,2,86,6,5,1
WBIL,41,1.05,46600000,0.13,1,11,4,1,1,1,1,1,1,16,12,9,2
EFNL,2,0.53,46450000,0.23,1,1,6,1,2,1,1,1,1,3,2,1,1
PFIG,4,0.22,46280000,0.29,2,12,1,3,3,7,1,1,1,32,8,11,1
SKOR,13,0.22,45910000,0.19,2,12,1,3,3,7,1,1,1,29,2,9,1
SOXS,21,1.1,45630000,0.29,1,1,1,5,14,28,2,1,1,5,2,1,1
GVIP,16,0.45,45610000,0.17,1,28,1,1,2,1,1,1,1,24,1,8,1
CJNK,1,0.3,45170000,0.48,2,1,1,3,16,2,1,1,1,18,29,3,1
GSEU,16,0.25,45070000,0.13,1,13,6,1,2,1,1,1,1,24,2,2,1
AXJL,8,0.48,44880000,0.11,1,5,7,1,2,1,1,1,1,14,7,7,1
IGRO,2,0.22,44870000,1.23,1,12,5,1,2,1,1,1,1,17,8,7,1
BLES,44,0.61,44750000,0.58,1,19,4,1,1,1,1,1,1,93,22,8,1
GAA,45,0.3,44720000,0.22,4,13,4,13,31,62,1,1,1,70,12,9,1
JPIH,14,0.49,44590000,0.77,1,22,2,1,2,1,1,1,1,4,5,10,1
VIXM,15,0.87,44350000,0.12,4,1,1,12,29,56,1,1,1,1,6,5,1
PSCM,4,0.29,44260000,0.3,1,1,1,5,22,1,1,1,1,1,1,1,1
UBT,15,0.95,43740000,0.25,2,1,1,6,18,9,1,2,1,12,4,3,1
USD,15,0.95,43670000,0.53,1,1,1,5,14,28,1,2,1,10,2,1,1
BIS,15,0.95,43430000,0.22,1,2,1,5,13,10,2,1,1,5,3,1,1
YANG,21,1.1,43340000,0.12,1,2,7,1,1,1,2,1,1,4,15,1,1
GSJY,16,0.25,43220000,0.13,1,13,7,1,2,1,1,1,1,24,2,2,1
DBV,4,0.8,43170000,0.24,4,12,2,13,41,74,1,1,1,19,30,8,1
SKF,15,0.95,42950000,0.17,1,1,1,5,8,1,2,1,1,10,2,1,1
ISRA,9,0.6,42660000,0.44,1,1,10,1,2,1,1,1,1,21,1,1,1
IMOM,58,0.79,42440000,0.39,1,14,2,1,2,1,1,1,1,46,14,8,1
CNCR,23,0.79,42420000,0.27,1,8,1,5,13,10,1,1,1,94,2,8,1
DVYA,2,0.49,42380000,0.33,1,5,7,8,10,1,1,1,1,10,7,7,1
EFAX,1,0.2,42190000,0.4,1,1,2,1,2,1,1,1,1,3,2,1,1
RFCI,7,0.52,42150000,0.2,2,11,4,2,16,2,1,1,1,16,12,9,2
VXZ,19,0.89,41990000,0.09,4,1,1,12,29,56,1,1,2,1,6,5,1
DTO,11,0.75,41980000,0.54,3,16,4,11,28,20,2,1,2,19,6,5,1
TLEH,13,0.64,41820000,0.77,1,9,3,1,2,1,1,1,1,17,2,11,1
IMTM,2,0.3,41560000,0.23,1,14,2,1,2,1,1,1,1,3,14,12,1
KRMA,28,0.43,41480000,0.23,1,19,1,1,2,1,1,1,1,95,22,8,1
MLPQ,18,0.85,41230000,0.44,1,5,1,5,15,8,1,2,2,13,10,1,1
JPHY,14,0.4,41130000,0.12,2,11,1,3,12,2,1,1,1,16,12,9,2
EZY,8,0.38,41120000,0.14,1,4,1,1,1,4,1,1,1,14,8,11,1
SPDN,21,0.62,41110000,0.03,1,1,1,1,1,1,2,1,1,1,1,1,1
SYG,1,0.6,41110000,0.37,1,11,1,1,1,3,1,1,1,16,12,9,2
GXF,28,0.51,40980000,0.21,1,1,6,1,2,1,1,1,1,4,2,1,1
EET,15,0.95,40960000,0.34,1,1,3,1,2,1,1,2,1,3,2,1,1
BBP,34,0.79,40950000,0.28,1,8,1,5,13,10,1,1,1,96,12,8,1
ACSI,67,0.65,40740000,0.27,1,19,1,1,1,1,1,1,1,97,12,2,1
FVAL,22,0.29,40610000,0.21,1,4,1,1,1,4,1,1,1,69,8,2,1
HDG,15,0.95,40160000,0.23,4,13,4,13,31,29,1,1,1,18,5,4,1
JPSE,14,0.29,40040000,0.19,1,13,1,1,5,1,1,1,1,80,5,10,1
TOLZ,15,0.46,39830000,0.13,1,1,4,5,26,21,1,1,1,10,2,1,1
STOT,1,0.45,39720000,0.35,2,11,4,2,16,6,1,1,1,16,12,9,2
WBIA,41,1.01,39540000,0.14,1,11,4,1,25,3,1,1,1,16,12,9,2
IFEU,2,0.48,39440000,0.18,1,1,6,5,7,1,1,1,1,4,2,1,1
DSLV,20,1.65,38970000,0.11,3,1,4,4,24,19,2,1,2,1,6,5,1
XUSA,44,0.59,38820000,0.36,1,26,1,1,1,1,1,1,1,88,12,9,1
ENFR,7,0.65,38760000,0.32,1,8,1,5,15,8,1,1,1,13,2,2,1
VMOT,58,0.79,38700000,0.22,1,26,2,1,2,1,1,1,1,46,16,17,1
CYB,8,0.45,38660000,0.43,6,1,7,26,61,42,1,1,1,16,6,5,2
CSB,33,0.35,38500000,0.29,1,13,1,1,5,1,1,1,1,48,8,10,1
QCAN,1,0.3,38430000,0.09,1,13,1,1,2,1,1,1,1,3,5,2,1
DWAQ,4,0.6,38380000,0.32,1,14,1,1,2,1,1,1,1,26,14,12,1
UBIO,15,0.95,38110000,0.29,1,2,1,5,13,10,1,2,1,5,3,1,1
