ticker,FUND_EXPENSE_RATIO,FUND_ASSETS_USD,AVERAGE_BID_ASK_SPREAD,FUND_LEVERAGE,INVERSE_FUND_INDICATOR,ACTIVELY_MANAGED,ID_BB_ULTIMATE_PARENT_CO_NAME,FUND_ASSET_CLASS_FOCUS,FUND_STRATEGY,STYLE_ANALYSIS_REGION_FOCUS,FUND_MKT_CAP_FOCUS,FUND_TYP,FUND_STRATEGY,INDEX_WEIGHTING_METHODOLOGY,REBALANCING_FREQUENCY
ULBR,1.5,7.224620819,2.011221063,N,N,N,Citigroup Inc,Specialty,Derivative,#N/A N/A,#N/A N/A,ETN,Derivative,Proprietary,Daily
SUSB,0.12,97.88357544,0.207603733,N,N,N,BlackRock Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
QXRR,1.23,5.655495167,#N/A N/A,N,N,N,Blue Sky Asset Management LLC,Mixed Allocation,Dynamic Allocation,Developed Market,#N/A N/A,ETF,Dynamic Allocation,Proprietary,Unknown
BTAL,0.45,68.39820862,0.371125144,N,N,N,AGF Management Ltd,Alternative,Equity Hedge,#N/A N/A,#N/A N/A,ETF,Equity Hedge,Equal,Monthly
RJZ,0.75,12.76935005,0.431277731,N,N,N,Kingdom of Sweden,Commodity,Industrial Metals,#N/A N/A,#N/A N/A,ETN,Industrial Metals,Proprietary,Not Applicable
JJN,0.45,7.560185432,0.461785695,N,N,N,Barclays PLC,Commodity,Industrial Metals,#N/A N/A,#N/A N/A,ETN,Industrial Metals,Single Asset,Unknown
LLSP,#N/A N/A,21.58638191,#N/A N/A,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Daily
LLQD,0.06,12.39743042,0.147243852,N,N,N,BlackRock Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
IBDS,0.1,169.3323517,0.189762124,N,N,N,BlackRock Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
MLQD,0.06,12.53247643,0.151270076,N,N,N,BlackRock Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
BAL,0.45,7.868172169,0.238367656,N,N,N,Barclays PLC,Commodity,Agriculture,#N/A N/A,#N/A N/A,ETN,Agriculture,Single Asset,Not Applicable
XCEM,0.16,11.57448006,1.377216945,N,N,N,Ameriprise Financial Inc,Equity,Blend,Emerging Market,Broad Market,ETF,Blend,Market Cap,Quarterly
FLQH,0.4,7.508610725,0.432643807,N,N,N,Franklin Resources Inc,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Multi Factor,Quarterly
BWV,#N/A N/A,4.754616261,#N/A N/A,N,N,N,Barclays PLC,Equity,Blend,#N/A N/A,Large-cap,ETN,Blend,Multi Factor,Not Applicable
UNL,0.9,4.234368324,0.835736063,N,N,N,United States Commodities Fund,Commodity,Energy,#N/A N/A,#N/A N/A,ETF,Energy,Single Asset,Monthly
EUFL,0.8,6.906480312,0.225350175,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,Developed Europe,Broad Market,ETF,Blend,Market Cap,Quarterly
VAMO,0.59,17.07152557,0.934799992,N,N,Y,Cambria Investment Management,Equity,Blend,North America,Broad Market,ETF,Blend,Proprietary,Monthly
JJM,0.45,4.383022308,0.475996324,N,N,N,Barclays PLC,Commodity,Industrial Metals,#N/A N/A,#N/A N/A,ETN,Industrial Metals,Single Asset,Unknown
EWV,0.95,6.707743168,0.324032327,Y,Y,N,ProFunds Group,Equity,Blend,Emerging Europe,Large-cap,ETF,Blend,Market Cap,Daily
RORE,0.45,17.17532921,0.469955692,N,N,N,Hartford Financial Services Gr,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
VLU,0.13,18.30747223,1.1642337,N,N,N,State Street Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Proprietary,Yearly
EUDV,0.55,9.927770615,0.686422986,N,N,N,ProFunds Group,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Equal,Quarterly
TYD,0.95,17.34201431,0.97110688,Y,N,N,Rafferty Asset Management LLC,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Single Asset,Daily
ORG,0.35,10.77062607,2.048118905,N,N,N,Janus Henderson Group PLC,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Quarterly
JPNL,0.95,9.797224045,0.494496348,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Market Cap,Daily
RCOM,0.75,12.76325798,#N/A N/A,N,N,Y,Elkhorn Investments LLC,Commodity,Broad Based,#N/A N/A,#N/A N/A,ETF,Broad Based,Fundamentals,Monthly
BUZ,0.75,8.776429176,#N/A N/A,N,N,N,SS&C Technologies Holdings Inc,Equity,Growth,North America,Large-cap,ETF,Growth,Proprietary,Monthly
ESGG,0.42,77.86470795,0.319750333,N,N,N,Northern Trust Corp,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Market Cap,Quarterly
FTRI,0.7,8.48278904,0.938042996,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Europe,Broad Market,ETF,Blend,Fundamentals,Semi-Annually
CROC,0.95,8.589260101,0.236621719,Y,Y,N,ProFunds Group,Specialty,Currency,#N/A N/A,#N/A N/A,ETF,Currency,Single Asset,Daily
FHK,0.8,3.553339481,1.498969865,N,N,N,Grace Partners of DuPage LP,Equity,Blend,North America,Broad Market,ETF,Blend,Fundamentals,Semi-Annually
JSML,0.35,29.55931091,1.509461924,N,N,N,Janus Henderson Group PLC,Equity,Blend,North America,Small-cap,ETF,Blend,Market Cap,Quarterly
CPER,0.8,10.79445076,0.250848665,N,N,N,United States Commodities Fund,Commodity,Industrial Metals,#N/A N/A,#N/A N/A,ETF,Industrial Metals,Single Asset,Monthly
SPYB,0.35,19.63675308,0.128585651,N,N,N,State Street Corp,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Equal,Quarterly
SMMV,0.2,170.8081512,0.398296532,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Multi Factor,Semi-Annually
SWIN,0.4,10.66283703,#N/A N/A,N,N,N,SS&C Technologies Holdings Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Proprietary,Quarterly
HECO,0.95,61.29076004,0.214852774,N,N,Y,GTCR Golder Rauner LLC,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Not Applicable
XSHD,0.3,24.60985947,0.933198796,N,N,N,Invesco Ltd,Equity,Blend,North America,Small-cap,ETF,Blend,Dividend,Semi-Annually
FDTS,0.8,8.991830826,0.784143208,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Fundamentals,Semi-Annually
LLSC,#N/A N/A,6.834553242,#N/A N/A,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,#N/A N/A,Small-cap,ETF,Blend,Market Cap,Daily
NASH,0.49,7.267924786,#N/A N/A,N,N,N,#N/A N/A,Equity,Blend,North America,Broad Market,ETF,Blend,Proprietary,Unknown
MILN,0.5,49.95163345,0.310121278,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Growth,North America,Broad Market,ETF,Growth,Market Cap,Yearly
MIDZ,0.95,3.521841288,0.17724581,Y,Y,N,Rafferty Asset Management LLC,Equity,Blend,#N/A N/A,Mid-cap,ETF,Blend,Market Cap,Daily
DTUS,0.75,2.387224913,2.661754421,Y,Y,N,Barclays PLC,Fixed Income,Government,#N/A N/A,#N/A N/A,ETN,Government,Single Asset,Not Applicable
EUFX,0.95,22.25439835,0.254277238,Y,Y,N,ProFunds Group,Specialty,Currency,#N/A N/A,#N/A N/A,ETF,Currency,Single Asset,Daily
RJN,0.75,15.11019993,0.750133604,N,N,N,Kingdom of Sweden,Commodity,Energy,#N/A N/A,#N/A N/A,ETN,Energy,Proprietary,Not Applicable
DWAT,1.4,5.501076698,1.943977623,N,N,Y,Arrow Investment Advisors LLC,Mixed Allocation,Dynamic Allocation,Developed Market,#N/A N/A,ETF,Dynamic Allocation,Not Applicable,Daily
CANE,1.06,10.03517246,0.307750585,N,N,N,BGC Partners Inc,Commodity,Agriculture,#N/A N/A,#N/A N/A,ETF,Agriculture,Single Asset,Daily
GENY,0.45,20.57684708,0.502115762,N,N,N,Principal Financial Group Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Yearly
FTAG,0.7,3.204439163,0.522835529,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Fundamentals,Semi-Annually
FTLB,0.85,8.861161232,0.33402108,N,N,Y,Grace Partners of DuPage LP,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Proprietary,Unknown
XITK,0.45,73.49095917,0.114354959,N,N,N,State Street Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Yearly
SMN,0.95,7.347157478,0.414583035,Y,Y,N,ProFunds Group,Equity,Blend,#N/A N/A,Broad Market,ETF,Blend,Market Cap,Daily
DXUS,0.44,7.863389969,#N/A N/A,N,N,N,WisdomTree Investments Inc,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Dividend,Quarterly
MLPJ,0.88,7.584955215,#N/A N/A,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,North America,Small-cap,ETF,Blend,Market Cap,Semi-Annually
OLO,#N/A N/A,11.3977499,#N/A N/A,N,N,N,Deutsche Bank AG,Commodity,Energy,#N/A N/A,#N/A N/A,ETN,Energy,Single Asset,Not Applicable
CWAI,0.75,7.731660843,1.086928681,N,N,Y,#N/A N/A,Mixed Allocation,Dynamic Allocation,#N/A N/A,#N/A N/A,ETF,Dynamic Allocation,Not Applicable,Unknown
FCAN,0.8,5.779524326,0.214332677,N,N,N,Grace Partners of DuPage LP,Equity,Blend,North America,Broad Market,ETF,Blend,Fundamentals,Semi-Annually
EMIH,0.45,5.863100052,0.558225208,N,N,N,Deutsche Bank AG,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Market Cap,Monthly
SDP,0.95,4.155375957,0.30755462,Y,Y,N,ProFunds Group,Equity,Blend,Emerging Market,Large-cap,ETF,Blend,Market Cap,Daily
BTEC,0.42,52.8745575,0.325396557,N,N,N,Principal Financial Group Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
GCE,0.95,7.510000229,17.79628848,N,N,N,Goldman Sachs Group Inc/The,Mixed Allocation,Global Allocation,Developed Asia,#N/A N/A,ETN,Global Allocation,Multi Factor,Not Applicable
FXCH,0.4,3.527088881,0.704047274,N,N,N,Invesco Ltd,Specialty,Currency,Global,#N/A N/A,ETF,Currency,Single Asset,Not Applicable
FLMB,0.3,14.1133194,0.12686536,N,N,Y,Franklin Resources Inc,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Not Applicable,Unknown
FLMI,0.3,7.598487854,0.245452421,N,N,Y,Franklin Resources Inc,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Not Applicable,Unknown
PSET,0.29,14.91342926,0.431163534,N,N,N,Principal Financial Group Inc,Equity,Blend,Developed Europe,Large-cap,ETF,Blend,Multi Factor,Yearly
ESGS,0.35,4.067282677,0.520484806,N,N,N,Ameriprise Financial Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Quarterly
ESGW,0.4,15.5081892,0.412970549,N,N,N,Ameriprise Financial Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Unknown
CHOC,0.85,4.089407921,#N/A N/A,N,N,N,Barclays PLC,Commodity,Agriculture,#N/A N/A,#N/A N/A,ETN,Agriculture,Single Asset,Not Applicable
PY,0.29,13.91743565,0.39605536,N,N,N,Principal Financial Group Inc,Equity,Blend,Developed Europe,Broad Market,ETF,Blend,Multi Factor,Yearly
BRAQ,0.77,6.944936752,#N/A N/A,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Latin America,Broad Market,ETF,Blend,Market Cap,Semi-Annually
NULG,0.35,54.50690842,0.093308323,N,N,N,TIAA Board of Overseers,Equity,Growth,North America,Large-cap,ETF,Growth,Multi Factor,Quarterly
LRET,0.85,6.219706059,1.019080774,Y,N,N,UBS Group AG,Equity,Blend,Developed Market,Broad Market,ETN,Blend,Unknown,Quarterly
SPLX,0.85,5.763790131,#N/A N/A,Y,N,N,UBS Group AG,Equity,Blend,Developed Market,Large-cap,ETN,Blend,Market Cap,Quarterly
KROO,0.7,7.941474915,#N/A N/A,N,N,N,New York Life Insurance Co,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Market Cap,Quarterly
UBG,0.3,6.699746132,#N/A N/A,N,N,N,UBS Group AG,Commodity,Precious Metals,#N/A N/A,#N/A N/A,ETN,Precious Metals,Multi Factor,Not Applicable
HSCZ,0.43,22.80963898,0.204064838,N,N,N,Acer Inc,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Market Cap,Monthly
FAAR,0.95,41.12531662,0.315845681,N,N,Y,Grace Partners of DuPage LP,Alternative,CTA/Managed Futures,#N/A N/A,#N/A N/A,ETF,CTA/Managed Futures,Not Applicable,Other
DAG,#N/A N/A,8.888589859,#N/A N/A,Y,N,N,Deutsche Bank AG,Commodity,Agriculture,#N/A N/A,#N/A N/A,ETN,Agriculture,Multi Factor,Not Applicable
MLTI,0.84,6.759900093,0.690953569,N,N,N,Credit Suisse Group AG,Equity,Blend,Developed Market,Broad Market,ETN,Blend,Unknown,Quarterly
SYE,0.6,38.50139618,0.10029313,N,N,Y,State Street Corp,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Proprietary,Other
AXJV,0.35,10.61188126,0.890828032,N,N,N,BlackRock Inc,Equity,Blend,Global,Broad Market,ETF,Blend,Multi Factor,Quarterly
NUMG,0.4,56.04213715,0.126687155,N,N,N,TIAA Board of Overseers,Equity,Growth,Developed Market,Mid-cap,ETF,Growth,Multi Factor,Quarterly
LNGR,0.5,16.73631668,0.698719157,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Yearly
HEWL,0.51,7.304170132,0.143015635,N,N,N,BlackRock Inc,Equity,Blend,Developed Europe,Broad Market,ETF,Blend,Market Cap,Monthly
HEMV,0.28,5.37696743,#N/A N/A,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Proprietary,Monthly
NUMV,0.4,57.35002899,0.150778089,N,N,N,TIAA Board of Overseers,Equity,Value,North America,Mid-cap,ETF,Value,Multi Factor,Quarterly
NURE,0.35,57.64777756,0.199542011,N,N,N,TIAA Board of Overseers,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Quarterly
SPXE,0.27,7.036530495,0.4134356,N,N,N,ProFunds Group,Equity,Blend,Developed Asia,Broad Market,ETF,Blend,Market Cap,Monthly
MCRO,0.99,5.181787968,0.071665767,N,N,N,New York Life Insurance Co,Alternative,Macro,North America,#N/A N/A,ETF,Macro,Multi Factor,Monthly
PERM,0.49,6.42851305,#N/A N/A,N,N,N,Mirae Asset Daewoo Co Ltd,Mixed Allocation,Dynamic Allocation,Developed Market,#N/A N/A,ETF,Dynamic Allocation,Equal,Yearly
CRAK,0.59,17.20837784,0.591051209,N,N,N,Van Eck Associates Corp,Equity,Blend,Europe,Broad Market,ETF,Blend,Market Cap,Quarterly
VSDA,0.35,16.38479233,0.134882592,N,N,N,Victory Capital Advisers Inc,Equity,Blend,Developed Europe,Broad Market,ETF,Blend,Dividend,Quarterly
HOML,0.85,8.209280014,0.680411022,Y,N,N,UBS Group AG,Equity,Blend,Developed Market,Broad Market,ETN,Blend,Unknown,Semi-Annually
LARE,#N/A N/A,1167.249756,#N/A N/A,N,N,N,ETF Managers Group LLC,Equity,Blend,#N/A N/A,Broad Market,ETF,Blend,Market Cap,Semi-Annually
AND,0.72,6.321773052,#N/A N/A,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Europe,Broad Market,ETF,Blend,Market Cap,Quarterly
PGM,0.45,3.587028503,0.366331393,N,N,N,Barclays PLC,Commodity,Precious Metals,#N/A N/A,#N/A N/A,ETN,Precious Metals,Single Asset,Unknown
SCTO,0.83,2.279888153,0.596390715,N,N,N,Mirae Asset Daewoo Co Ltd,Mixed Allocation,Dynamic Allocation,Asia,#N/A N/A,ETF,Dynamic Allocation,Proprietary,Monthly
YXI,0.95,8.02114296,0.131499529,Y,Y,N,ProFunds Group,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
WTRX,0.8,5.984267235,#N/A N/A,N,N,N,SS&C Technologies Holdings Inc,Equity,Blend,#N/A N/A,Broad Market,ETF,Blend,Proprietary,Quarterly
SYV,0.6,33.55221939,0.189192846,N,N,Y,State Street Corp,Equity,Value,North America,Large-cap,ETF,Value,Proprietary,Other
WSKY,0.6,14.6110096,#N/A N/A,N,N,N,ETF Managers Group LLC,Equity,Blend,#N/A N/A,Broad Market,ETF,Blend,Market Cap,Semi-Annually
KFYP,0.71,2.694644928,2.41870542,N,N,N,Krane Funds Advisors LLC,Equity,Blend,Emerging Market,Large-cap,ETF,Blend,Market Cap,Semi-Annually
EDOM,0.48,4.882348537,#N/A N/A,N,N,N,WisdomTree Investments Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Fundamentals,Yearly
AFTY,0.69,10.79368782,0.265690719,N,N,N,Huatai Securities Co Ltd,Equity,Blend,Emerging Market,Large-cap,ETF,Blend,Market Cap,Quarterly
IGIH,0.25,6.928318024,0.587327832,N,N,N,Deutsche Bank AG,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
HEWI,0.48,1.660299301,0.21084083,N,N,N,BlackRock Inc,Equity,Blend,Developed Europe,Broad Market,ETF,Blend,Market Cap,Monthly
YCL,0.95,5.746352196,0.088351279,Y,N,N,ProFunds Group,Specialty,Currency,#N/A N/A,#N/A N/A,ETF,Currency,Single Asset,Daily
EMSD,0.58,5.772245407,#N/A N/A,N,N,N,WisdomTree Investments Inc,Equity,Blend,Global,Broad Market,ETF,Blend,Fundamentals,Yearly
FXEU,0.25,4.066099644,#N/A N/A,N,N,N,Invesco Ltd,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Quarterly
FLIO,0.6,9.29019928,0.351219369,N,N,Y,Franklin Resources Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Not Applicable,Unknown
SPUN,0.55,4.008125782,#N/A N/A,N,N,N,Van Eck Associates Corp,Equity,Growth,North America,Broad Market,ETF,Growth,Market Cap,Quarterly
FLLV,0.5,15.792202,0.293481121,N,N,Y,Franklin Resources Inc,Equity,Blend,North America,Large-cap,ETF,Blend,Not Applicable,Quarterly
MZZ,0.95,2.644552946,0.292163658,Y,Y,N,ProFunds Group,Equity,Blend,#N/A N/A,Mid-cap,ETF,Blend,Market Cap,Daily
PPLN,0.95,5.122414112,0.996533601,N,N,N,JPMorgan Chase & Co,Equity,Blend,Developed Market,Broad Market,ETN,Blend,Equal,Quarterly
GDXS,0.95,1.878611445,0.433782088,Y,Y,N,ProFunds Group,Equity,Blend,Emerging Europe,Large-cap,ETF,Blend,Market Cap,Daily
SSG,0.95,5.470144272,0.839326729,Y,Y,N,ProFunds Group,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
DTYL,0.75,5.29418087,2.138346972,N,N,N,Barclays PLC,Fixed Income,Government,#N/A N/A,#N/A N/A,ETN,Government,Single Asset,Not Applicable
ISZE,0.3,5.267539978,0.370866034,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Quarterly
FKO,0.8,2.173327208,0.861611991,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Emerging Market,Broad Market,ETF,Blend,Fundamentals,Semi-Annually
BRAZ,0.69,5.160181046,#N/A N/A,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Latin America,Mid-cap,ETF,Blend,Market Cap,Semi-Annually
RNEM,0.77,12.7729187,0.320027732,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Emerging Market,Mid-cap,ETF,Blend,Multi Factor,Semi-Annually
SBB,0.95,3.998857498,0.432240286,Y,Y,N,ProFunds Group,Equity,Blend,#N/A N/A,Small-cap,ETF,Blend,Market Cap,Daily
DEWJ,0.49,3.991583586,0.271747563,N,N,N,BlackRock Inc,Equity,Blend,Global,Broad Market,ETF,Blend,Multi Factor,Monthly
LVIN,0.29,5.405551434,0.373542769,N,N,N,Hartford Financial Services Gr,Equity,Blend,Global,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
FMDG,0.8,4.666445732,#N/A N/A,N,N,Y,OBP Capital LLC,Equity,Growth,Developed Market,Large-cap,ETF,Growth,Not Applicable,Not Applicable
GOAU,0.6,13.45053196,1.003523954,N,N,N,US Bancorp,Equity,Blend,North America,Broad Market,ETF,Blend,Not Applicable,Unknown
ZBIO,0.95,4.78089571,0.713481911,Y,Y,N,ProFunds Group,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
QGBR,#N/A N/A,8.588869095,#N/A N/A,N,N,N,State Street Corp,Equity,Blend,#N/A N/A,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
EFFE,0.88,5.081951618,0.590092913,N,N,N,Mirae Asset Daewoo Co Ltd,Mixed Allocation,Dynamic Allocation,Asia,#N/A N/A,ETF,Dynamic Allocation,Proprietary,Monthly
WFHY,0.38,15.32957935,0.283974421,N,N,N,WisdomTree Investments Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Fundamentals,Yearly
TTAI,0.59,12.1607008,0.516045948,N,N,Y,Trim Tabs Asset Management LLC,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Not Applicable,Unknown
DXJC,0.48,4.090827942,#N/A N/A,N,N,N,WisdomTree Investments Inc,Equity,Blend,Developed Market,#N/A N/A,ETF,Blend,Market Cap,Yearly
SFHY,0.38,15.11021328,0.205113552,N,N,N,WisdomTree Investments Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Fundamentals,Yearly
FUD,0.65,3.579879045,0.659820054,N,N,N,UBS Group AG,Commodity,Agriculture,#N/A N/A,#N/A N/A,ETN,Agriculture,Multi Factor,Not Applicable
COMB,0.25,56.86870956,0.156511788,N,N,Y,Graniteshares Advisors LLC,Commodity,Broad Based,#N/A N/A,#N/A N/A,ETF,Broad Based,Proprietary,Yearly
FLQM,0.3,10.79336834,0.147834954,N,N,N,Franklin Resources Inc,Equity,Blend,Developed Market,Mid-cap,ETF,Blend,Multi Factor,Quarterly
DXJH,0.48,3.798579931,#N/A N/A,N,N,N,WisdomTree Investments Inc,Equity,Blend,Developed Market,#N/A N/A,ETF,Blend,Dividend,Yearly
UHN,0.75,4.001030445,#N/A N/A,N,N,N,United States Commodities Fund,Commodity,Energy,#N/A N/A,#N/A N/A,ETF,Energy,Single Asset,Monthly
RNDM,0.65,25.17253304,0.204250505,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Developed Market,Mid-cap,ETF,Blend,Multi Factor,Semi-Annually
DYB,0.48,8.610250473,0.261832719,N,N,N,WisdomTree Investments Inc,Equity,Bear Market,#N/A N/A,Broad Market,ETF,Bear Market,Multi Factor,Quarterly
TYBS,0.45,3.764986753,0.238399311,Y,Y,N,Rafferty Asset Management LLC,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Market Cap,Daily
BDD,#N/A N/A,3.373650074,#N/A N/A,Y,N,N,Deutsche Bank AG,Commodity,Industrial Metals,#N/A N/A,#N/A N/A,ETN,Industrial Metals,Multi Factor,Not Applicable
WFIG,0.18,5.021010876,0.379110725,N,N,N,WisdomTree Investments Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Fundamentals,Quarterly
SHAG,0.12,80.10755157,0.096824184,N,N,N,WisdomTree Investments Inc,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Market Cap,Monthly
SFIG,0.18,5.025421619,0.163229326,N,N,N,WisdomTree Investments Inc,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Fundamentals,Quarterly
IFIX,0.3,5.175287247,0.174429007,N,N,N,Deutsche Bank AG,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
FUT,0.75,3.766965628,0.2078897,N,N,Y,ProFunds Group,Specialty,Derivative,#N/A N/A,#N/A N/A,ETF,Derivative,Proprietary,Quarterly
HAKK,0.8,5.010302544,#N/A N/A,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Quarterly
DLBR,1.5,3.118345022,1.569456261,N,N,N,Citigroup Inc,Specialty,Derivative,#N/A N/A,#N/A N/A,ETN,Derivative,Proprietary,Daily
ASET,0.11,9.52646637,0.380288072,N,N,N,Northern Trust Corp,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Proprietary,Semi-Annually
WYDE,0.5,6.261588097,0.716206212,Y,Y,Y,ProFunds Group,Specialty,Derivative,#N/A N/A,#N/A N/A,ETF,Derivative,Not Applicable,Daily
DFVL,0.75,5.018887997,1.204819726,N,N,N,Barclays PLC,Fixed Income,Government,#N/A N/A,#N/A N/A,ETN,Government,Unknown,Unknown
ITML,0.24,4.903985977,#N/A N/A,N,N,N,Van Eck Associates Corp,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Market Cap,Monthly
CAFE,0.85,5.321880817,#N/A N/A,N,N,N,Barclays PLC,Commodity,Agriculture,#N/A N/A,#N/A N/A,ETN,Agriculture,Single Asset,Not Applicable
DBBR,0.6,4.861615658,#N/A N/A,N,N,N,Deutsche Bank AG,Equity,Blend,Latin America,Broad Market,ETF,Blend,Market Cap,Monthly
GHS,0.48,6.719159603,#N/A N/A,N,N,Y,#N/A N/A,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Unknown
IGVT,0.25,10.22835445,0.23196504,N,N,N,Deutsche Bank AG,Fixed Income,Government,#N/A N/A,#N/A N/A,ETF,Government,Market Cap,Monthly
HDEF,0.2,260.4024963,0.333185288,N,N,N,Deutsche Bank AG,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Fundamentals,Monthly
DLBL,#N/A N/A,0.631741047,#N/A N/A,N,N,N,Barclays PLC,Fixed Income,Government,#N/A N/A,#N/A N/A,ETN,Government,Single Asset,Not Applicable
DESC,0.3,9.792933464,0.738557905,N,N,N,Deutsche Bank AG,Equity,Blend,North America,Small-cap,ETF,Blend,Multi Factor,Semi-Annually
MATF,0.35,4.795902252,#N/A N/A,N,N,N,BlackRock Inc,Equity,Blend,#N/A N/A,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
USOI,0.85,7.161273003,2.131372534,N,N,N,Credit Suisse Group AG,Commodity,Energy,#N/A N/A,#N/A N/A,ETN,Energy,Single Asset,Monthly
THHY,0.5,4.757558823,#N/A N/A,N,N,N,Van Eck Associates Corp,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Monthly
DDLS,0.43,33.31201172,0.330044076,N,N,N,WisdomTree Investments Inc,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Multi Factor,Yearly
CBON,0.5,4.466421127,0.464222237,N,N,N,Van Eck Associates Corp,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Unknown,Monthly
WDRW,0.95,1.515370369,0.841471496,Y,Y,N,Rafferty Asset Management LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Quarterly
